Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1964,188,"Fall of the Roman Empire, The",Drama,"Boyd, Stphen","Loren, Sophia","Mann, Anthony",62,No,"Fall of the Roman Empire, The: a Boyd, Stphen and Loren, Sophia film’s, directed by Mann, Anthony"
1961,172,El Cid,Drama,"Heston, Charlton","Loren, Sophia","Mann, Anthony",10,No,"El Cid: a Heston, Charlton and Loren, Sophia film’s, directed by Mann, Anthony"
1991,145,"Sophia Loren, Her Own Story",Drama,"Gavin, John","Loren, Sophia",,49,No,
1991,130,Man of La Mancha,Music,"O'Toole, Peter","Loren, Sophia",,55,No,
1986,141,Courage,Drama,"Williams, Billy Dee","Loren, Sophia",,56,No,
1986,125,"Mission, The",Drama,"De Niro, Robert","Lunghi, Cherie","Joffe, Roland",20,No,"Mission, The: a De Niro, Robert and Lunghi, Cherie film’s, directed by Joffe, Roland"
1962,150,Lolita,Drama,"Mason, James","Lyon, Sue","Kubrick, Stanley",80,No,"Lolita: a Mason, James and Lyon, Sue film’s, directed by Kubrick, Stanley"
1979,129,Being There,Comedy,"Sellers, Peter","MacLaine, Shirley","Ashby, Hal",31,Yes,"Being There: a Sellers, Peter and MacLaine, Shirley film’s, directed by Ashby, Hal"
1983,132,Terms of Endearment,Drama,"Nicholson, Jack","MacLaine, Shirley","Brooks, James L.",32,Yes,"Terms of Endearment: a Nicholson, Jack and MacLaine, Shirley film’s, directed by Brooks, James L."
1974,124,Amarcord,Drama,"Noel, Magali","Maggio, Pupella","Fellini, Federico",50,Yes,"Amarcord: a Noel, Magali and Maggio, Pupella film’s, directed by Fellini, Federico"
1986,130,El Guerrero Solitario,Drama,"Eastwood, Clint","Mason, Marsha","Eastwood, Clint",77,No,"El Guerrero Solitario: a Eastwood, Clint and Mason, Marsha film’s, directed by Eastwood, Clint"
1986,130,Heartbreak Ridge,War,"Eastwood, Clint","Mason, Marsha","Eastwood, Clint",61,No,"Heartbreak Ridge: a Eastwood, Clint and Mason, Marsha film’s, directed by Eastwood, Clint"
1991,144,Robin Hood: Prince of Thieves,Action,"Costner, Kevin","Mastrantonio, Mary Elizabeth","Costner, Kevin",8,No,"Robin Hood: Prince of Thieves: a Costner, Kevin and Mastrantonio, Mary Elizabeth film’s, directed by Costner, Kevin"
1990,181,Dances with Wolves,Western,"Costner, Kevin","McDonnell, Mary","Costner, Kevin",8,Yes,"Dances with Wolves: a Costner, Kevin and McDonnell, Mary film’s, directed by Costner, Kevin"
1987,130,Matewan,Drama,"Jones, James Earl","McDonnell, Mary","Sayles, John",81,No,"Matewan: a Jones, James Earl and McDonnell, Mary film’s, directed by Sayles, John"
1975,130,"Eiger Sanction, The",Action,"Eastwood, Clint","McGee, Vonetta","Eastwood, Clint",69,No,"Eiger Sanction, The: a Eastwood, Clint and McGee, Vonetta film’s, directed by Eastwood, Clint"
1965,199,"Greatest Story Ever Told, The",Drama,"Sydow, Max von","McGuire, Dorothy","Stevens, George",26,No,"Greatest Story Ever Told, The: a Sydow, Max von and McGuire, Dorothy film’s, directed by Stevens, George"
1991,206,JFK,Drama,"Costner, Kevin","Metcalf, Laurie","Stone, Oliver",78,No,"JFK: a Costner, Kevin and Metcalf, Laurie film’s, directed by Stone, Oliver"
1970,194,Ryan's Daughter,Drama,"Mitchum, Robert","Miles, Sarah","Lean, David",81,Yes,"Ryan's Daughter: a Mitchum, Robert and Miles, Sarah film’s, directed by Lean, David"
1973,127,"Man Who Loved Cat Dancing, The",Western,"Reynolds, Burt","Miles, Sarah","Sarafian, Richard C.",40,No,"Man Who Loved Cat Dancing, The: a Reynolds, Burt and Miles, Sarah film’s, directed by Sarafian, Richard C."
1962,123,"Man Who Shot Liberty Valance, The",Western,"Stewart, James","Miles, Vera","Ford, John",85,No,"Man Who Shot Liberty Valance, The: a Stewart, James and Miles, Vera film’s, directed by Ford, John"
1972,128,Cabaret,Drama,"Grey, Joel","Minnelli, Liza","Fosse, Bob",59,Yes,"Cabaret: a Grey, Joel and Minnelli, Liza film’s, directed by Fosse, Bob"
1977,137,"New York, New York",Drama,"De Niro, Robert","Minnelli, Liza","Scorsese, Martin",8,No,"New York, New York: a De Niro, Robert and Minnelli, Liza film’s, directed by Scorsese, Martin"
1991,240,Four American Composers,Music,"Cage, John","Monk, Meredith","Greenaway, Peter",3,No,"Four American Composers: a Cage, John and Monk, Meredith film’s, directed by Greenaway, Peter"
1990,127,Ghost,Science Fiction,"Swayze, Patrick","Moore, Demi","Zucker, Jerry",6,Yes,"Ghost: a Swayze, Patrick and Moore, Demi film’s, directed by Zucker, Jerry"
1956,124,Teahouse of the August Moon,Drama,"Brando, Marlon","Negami, Jun","Mann, Daniel",11,No,"Teahouse of the August Moon: a Brando, Marlon and Negami, Jun film’s, directed by Mann, Daniel"
1958,128,Vertigo,Drama,"Stewart, James","Novak, Kim","Hitchcock, Alfred",10,No,"Vertigo: a Stewart, James and Novak, Kim film’s, directed by Hitchcock, Alfred"
1992,137,"Long Gray Line, The",Drama,"Power, Tyrone","O'Hara, Maureen","Ford, John",26,No,"Long Gray Line, The: a Power, Tyrone and O'Hara, Maureen film’s, directed by Ford, John"
1992,153,"Quiet Man, The",Drama,"Wayne, John","O'Hara, Maureen",,74,No,
1929,129,"Manxman, The",Drama,"Brisson, Carl","Ondra, Anny","Hitchcock, Alfred",65,No,"Manxman, The: a Brisson, Carl and Ondra, Anny film’s, directed by Hitchcock, Alfred"
1978,126,International Velvet,Drama,"Hopkins, Anthony","O'Neal, Tatum","Forbes, Bryan",40,No,"International Velvet: a Hopkins, Anthony and O'Neal, Tatum film’s, directed by Forbes, Bryan"
1969,127,Z,Drama,"Montand, Yves","Papas, Irene",Costa-Gavras,72,Yes,"Z: a Montand, Yves and Papas, Irene film’s, directed by Costa-Gavras"
1987,139,Maurice,Drama,"Wilby, James","Parfitt, Judy","Ivory, James",45,No,"Maurice: a Wilby, James and Parfitt, Judy film’s, directed by Ivory, James"
1976,128,Shout at the Devil,Action,"Marvin, Lee","Parkins, Barbara","Hunt, Peter R.",0,No,"Shout at the Devil: a Marvin, Lee and Parkins, Barbara film’s, directed by Hunt, Peter R."
1989,122,Pink Cadillac,Comedy,"Eastwood, Clint","Peters, Bernadette","Eastwood, Clint",12,No,"Pink Cadillac: a Eastwood, Clint and Peters, Bernadette film’s, directed by Eastwood, Clint"
1980,180,Wild Times,,"Elliott, Sam","Peyser, Penny","Compton, Richard",75,No,"Wild Times: a Elliott, Sam and Peyser, Penny film’s, directed by Compton, Richard"
1985,121,Ladyhawke,Adventure,"Broderick, Matthew","Pfeiffer, Michelle","Donner, Richard",68,No,"Ladyhawke: a Broderick, Matthew and Pfeiffer, Michelle film’s, directed by Donner, Richard"
1991,124,"Russia House, The",Drama,"Connery, Sean","Pfeiffer, Michelle","Schepisi, Fred",3,No,"Russia House, The: a Connery, Sean and Pfeiffer, Michelle film’s, directed by Schepisi, Fred"
1988,360,Little Dorrit,Drama,"Jacobi, Derek","Pickering, Sarah","Edzard, Christine",12,No,"Little Dorrit: a Jacobi, Derek and Pickering, Sarah film’s, directed by Edzard, Christine"
1992,121,Drowning by Numbers,Mystery,"Hill, Bernard","Plowright, Joan","Greenaway, Peter",28,No,"Drowning by Numbers: a Hill, Bernard and Plowright, Joan film’s, directed by Greenaway, Peter"
1962,123,Experiment in Terror,Mystery,"Ford, Glenn","Powers, Stefanie","Edwards, Blake",77,No,"Experiment in Terror: a Ford, Glenn and Powers, Stefanie film’s, directed by Edwards, Blake"
1989,122,Quo Vadis,Drama,"Brandauer, Klaus Maria","Raines, Cristina","Rossi, Franco",6,No,"Quo Vadis: a Brandauer, Klaus Maria and Raines, Cristina film’s, directed by Rossi, Franco"
1985,135,Death of a Salesman,Drama,"Hoffman, Dustin","Reid, Kate","Schl�ndorff, Volker",13,No,"Death of a Salesman: a Hoffman, Dustin and Reid, Kate film’s, directed by Schl�ndorff, Volker"
1987,153,Empire of the Sun,Drama,"Malkovich, John","Richardson, Miranda","Spielberg, Steven",6,No,"Empire of the Sun: a Malkovich, John and Richardson, Miranda film’s, directed by Spielberg, Steven"
1969,135,On Her Majesty's Secret Service,Action,"Lazenby, George","Rigg, Diana","Hunt, Peter R.",66,No,"On Her Majesty's Secret Service: a Lazenby, George and Rigg, Diana film’s, directed by Hunt, Peter R."
1991,142,Hook,Action,"Williams, Robin","Roberts, Julia","Spielberg, Steven",4,No,"Hook: a Williams, Robin and Roberts, Julia film’s, directed by Spielberg, Steven"
1979,198,"Sacketts, The",Western,"Elliott, Sam","Roman, Ruth","Totten, Robert",86,No,"Sacketts, The: a Elliott, Sam and Roman, Ruth film’s, directed by Totten, Robert"
1968,121,Hellfighters,Action,"Wayne, John","Ross, Katharine","McLaglen, Andrew V.",22,No,"Hellfighters: a Wayne, John and Ross, Katharine film’s, directed by McLaglen, Andrew V."
1992,128,Night on Earth,Drama,"Benigni, Roberto","Rowlands, Gena","Jarmusch, Jim",24,No,"Night on Earth: a Benigni, Roberto and Rowlands, Gena film’s, directed by Jarmusch, Jim"
1992,138,"Fisher King, The",Drama,"Williams, Robin","Ruehl, Mercedes","Gilliam, Terry",8,Yes,"Fisher King, The: a Williams, Robin and Ruehl, Mercedes film’s, directed by Gilliam, Terry"
1958,167,"Young Lions, The",Drama,"Brando, Marlon","Rush, Barbara","Dmytryk, Edward",10,No,"Young Lions, The: a Brando, Marlon and Rush, Barbara film’s, directed by Dmytryk, Edward"
1991,135,"Doors, The",Drama,"Kilmer, Val","Ryan, Meg","Stone, Oliver",60,No,"Doors, The: a Kilmer, Val and Ryan, Meg film’s, directed by Stone, Oliver"
1991,135,North by Northwest,Mystery,"Grant, Cary","Saint, Eva Marie","Hitchcock, Alfred",20,No,"North by Northwest: a Grant, Cary and Saint, Eva Marie film’s, directed by Hitchcock, Alfred"
1966,127,"Russians Are Coming, the Russians Are, The",Comedy,"Reiner, Carl","Saint, Eva Marie","Jewison, Norman",79,Yes,"Russians Are Coming, the Russians Are, The: a Reiner, Carl and Saint, Eva Marie film’s, directed by Jewison, Norman"
1992,213,Exodus,Drama,"Newman, Paul","Saint, Eva Marie","Preminger, Otto",13,No,"Exodus: a Newman, Paul and Saint, Eva Marie film’s, directed by Preminger, Otto"
1982,128,"Ballad of Narayama, The",Drama,"Ogata, Ken","Sakamoto, Sumiko","Imamura, Shohei",88,No,"Ballad of Narayama, The: a Ogata, Ken and Sakamoto, Sumiko film’s, directed by Imamura, Shohei"
1968,360,War & Peace,Drama,"Tikhonov, Vyacheslav","Savelyeva, Lyudmila","Bondarchuk, Sergei",80,Yes,"War & Peace: a Tikhonov, Vyacheslav and Savelyeva, Lyudmila film’s, directed by Bondarchuk, Sergei"
1973,127,Last Tango in Paris,Drama,"Brando, Marlon","Schneider, Maria","Bertolucci, Bernardo",28,No,"Last Tango in Paris: a Brando, Marlon and Schneider, Maria film’s, directed by Bertolucci, Bernardo"
1987,155,Indigo Autumn & Lilac Dream,Drama,"Singer, Marc","Schrage, Lisa","Gillard, Stuart",72,No,"Indigo Autumn & Lilac Dream: a Singer, Marc and Schrage, Lisa film’s, directed by Gillard, Stuart"
1983,123,Bad Boys,Drama,"Penn, Sean","Sheedy, Ally","Rosenthal, Rick",7,No,"Bad Boys: a Penn, Sean and Sheedy, Ally film’s, directed by Rosenthal, Rick"
1960,185,Spartacus,Drama,"Douglas, Kirk","Simmons, Jean","Kubrick, Stanley",67,Yes,"Spartacus: a Douglas, Kirk and Simmons, Jean film’s, directed by Kubrick, Stanley"
1955,150,Guys & Dolls,Comedy,"Brando, Marlon","Simmons, Jean","Mankiewicz, Joseph L.",70,Yes,"Guys & Dolls: a Brando, Marlon and Simmons, Jean film’s, directed by Mankiewicz, Joseph L."
1965,128,"Shop on Main Street, The",Drama,"Kroner, Josef","Slivoka, Hana","Kadar, Jan",37,Yes,"Shop on Main Street, The: a Kroner, Josef and Slivoka, Hana film’s, directed by Kadar, Jan"
1982,122,Missing,Drama,"Lemmon, Jack","Spacek, Sissy",Costa-Gavras,30,No,"Missing: a Lemmon, Jack and Spacek, Sissy film’s, directed by Costa-Gavras"
1992,123,Basic Instinct,Mystery,"Douglas, Michael","Stone, Sharon","Verhoeven, Paul",41,No,"Basic Instinct: a Douglas, Michael and Stone, Sharon film’s, directed by Verhoeven, Paul"
1987,135,Ironweed,Drama,"Nicholson, Jack","Streep, Meryl","Babenco, Hector",32,No,"Ironweed: a Nicholson, Jack and Streep, Meryl film’s, directed by Babenco, Hector"
1978,183,"Deer Hunter, The",Drama,"De Niro, Robert","Streep, Meryl","Cimino, Michael",82,Yes,"Deer Hunter, The: a De Niro, Robert and Streep, Meryl film’s, directed by Cimino, Michael"
1983,131,Silkwood,Drama,"Russell, Kurt","Streep, Meryl","Nichols, Mike",52,No,"Silkwood: a Russell, Kurt and Streep, Meryl film’s, directed by Nichols, Mike"
1982,151,Sophie's Choice,Drama,"Kline, Kevin","Streep, Meryl","Pakula, Alan J.",64,Yes,"Sophie's Choice: a Kline, Kevin and Streep, Meryl film’s, directed by Pakula, Alan J."
1985,161,Out of Africa,Drama,"Redford, Robert","Streep, Meryl","Pollack, Sydney",88,Yes,"Out of Africa: a Redford, Robert and Streep, Meryl film’s, directed by Pollack, Sydney"
1981,127,"French Lieutenant's Woman, The",Drama,"Irons, Jeremy","Streep, Meryl","Reisz, Karel",37,No,"French Lieutenant's Woman, The: a Irons, Jeremy and Streep, Meryl film’s, directed by Reisz, Karel"
1985,124,Plenty,Drama,"Dance, Charles","Streep, Meryl","Schepisi, Fred",9,No,"Plenty: a Dance, Charles and Streep, Meryl film’s, directed by Schepisi, Fred"
1988,122,A Cry in the Dark,Drama,"Neill, Sam","Streep, Meryl","Schepisi, Fred",67,No,"A Cry in the Dark: a Neill, Sam and Streep, Meryl film’s, directed by Schepisi, Fred"
1970,129,On a Clear Day You Can See Forever,Music,"Montand, Yves","Streisand, Barbra","Minnelli, Vincente",67,No,"On a Clear Day You Can See Forever: a Montand, Yves and Streisand, Barbra film’s, directed by Minnelli, Vincente"
1983,134,Yentl,Music,"Patinkin, Mandy","Streisand, Barbra","Streisand, Barbra",46,No,"Yentl: a Patinkin, Mandy and Streisand, Barbra film’s, directed by Streisand, Barbra"
1968,151,Funny Girl,Music,"Sharif, Omar","Streisand, Barbra","Wyler, William",30,Yes,"Funny Girl: a Sharif, Omar and Streisand, Barbra film’s, directed by Wyler, William"
1970,140,Dodesukaden,Drama,"Zushi, Yoshitaka","Sugai, Kin","Kurosawa, Akira",75,No,"Dodesukaden: a Zushi, Yoshitaka and Sugai, Kin film’s, directed by Kurosawa, Akira"
1957,173,Raintree County,Drama,"Clift, Montgomery","Taylor, Elizabeth","Dmytryk, Edward",74,No,"Raintree County: a Clift, Montgomery and Taylor, Elizabeth film’s, directed by Dmytryk, Edward"
1963,243,Cleopatra,Drama,"Burton, Richard","Taylor, Elizabeth","Mankiewicz, Joseph L.",80,No,"Cleopatra: a Burton, Richard and Taylor, Elizabeth film’s, directed by Mankiewicz, Joseph L."
1992,130,Who's Afraid of Virginia Woolf?,Drama,"Burton, Richard","Taylor, Elizabeth","Nichols, Mike",82,Yes,"Who's Afraid of Virginia Woolf?: a Burton, Richard and Taylor, Elizabeth film’s, directed by Nichols, Mike"
1956,201,Giant,Drama,"Hudson, Rock","Taylor, Elizabeth","Stevens, George",61,Yes,"Giant: a Hudson, Rock and Taylor, Elizabeth film’s, directed by Stevens, George"
1931,125,Cimarron,Western,"Dix, Richard","Taylor, Estelle","Ruggles, Wesley",44,Yes,"Cimarron: a Dix, Richard and Taylor, Estelle film’s, directed by Ruggles, Wesley"
1935,234,"Adventures of Rex & Rinty, The",Western,Rex the Wonder Horse,"Taylor, Norma","Beebe, Ford",87,No,"Adventures of Rex & Rinty, The: a Rex the Wonder Horse and Taylor, Norma film’s, directed by Beebe, Ford"
1948,127,Fort Apache,Western,"Fonda, Henry","Temple, Shirley","Ford, John",4,No,"Fort Apache: a Fonda, Henry and Temple, Shirley film’s, directed by Ford, John"
1961,154,"Four Horsemen of the Apocalypse, The",Drama,"Ford, Glenn","Thulin, Ingrid","Minnelli, Vincente",71,No,"Four Horsemen of the Apocalypse, The: a Ford, Glenn and Thulin, Ingrid film’s, directed by Minnelli, Vincente"
1986,221,On Wings of Eagles,Drama,"Lancaster, Burt","Towers, Constance","McLaglen, Andrew V.",53,No,"On Wings of Eagles: a Lancaster, Burt and Towers, Constance film’s, directed by McLaglen, Andrew V."
1985,130,Prizzi's Honor,Comedy,"Nicholson, Jack","Turner, Kathleen","Huston, John",25,Yes,"Prizzi's Honor: a Nicholson, Jack and Turner, Kathleen film’s, directed by Huston, John"
1988,121,"Accidental Tourist, The",Comedy,"Hurt, William","Turner, Kathleen",,56,Yes,
1968,139,2001: A Space Odyssey,Science Fiction,"Dullea, Keir","Tyzack, Margaret","Kubrick, Stanley",83,No,"2001: A Space Odyssey: a Dullea, Keir and Tyzack, Margaret film’s, directed by Kubrick, Stanley"
1957,147,Sayonara,Drama,"Brando, Marlon","Umeki, Miyoshi","Logan, Joshua",19,Yes,"Sayonara: a Brando, Marlon and Umeki, Miyoshi film’s, directed by Logan, Joshua"
1968,158,Where Eagles Dare,War,"Burton, Richard","Ure, Mary","Hulton, Brian G.",57,No,"Where Eagles Dare: a Burton, Richard and Ure, Mary film’s, directed by Hulton, Brian G."
1967,127,Cool Hand Luke,Drama,"Newman, Paul","Van Fleet, Jo","Rosenberg, Stuart",49,Yes,"Cool Hand Luke: a Newman, Paul and Van Fleet, Jo film’s, directed by Rosenberg, Stuart"
1992,121,Christopher Columbus: The Discovery,Adventure,"Brando, Marlon","Ward, Rachel","Glen, John",39,No,"Christopher Columbus: The Discovery: a Brando, Marlon and Ward, Rachel film’s, directed by Glen, John"
1986,137,Aliens,Science Fiction,"Biehn, Michael","Weaver, Sigourney","Cameron, James",82,No,"Aliens: a Biehn, Michael and Weaver, Sigourney film’s, directed by Cameron, James"
1988,161,Bird,Drama,"Whitaker, Forest","Venora, Diane","Eastwood, Clint",24,No,"Bird: a Whitaker, Forest and Venora, Diane film’s, directed by Eastwood, Clint"
1966,126,"Fortune Cookie, The",Comedy,"Lemmon, Jack","West, Judi","Wilder, Billy",3,Yes,"Fortune Cookie, The: a Lemmon, Jack and West, Judi film’s, directed by Wilder, Billy"
1992,139,"Sheltering Sky, The",Drama,"Malkovich, John","Winger, Debra","Bertolucci, Bernardo",64,No,"Sheltering Sky, The: a Malkovich, John and Winger, Debra film’s, directed by Bertolucci, Bernardo"
1982,125,An Officer & a Gentleman,Drama,"Gere, Richard","Winger, Debra","Hackford, Taylor",1,Yes,"An Officer & a Gentleman: a Gere, Richard and Winger, Debra film’s, directed by Hackford, Taylor"
1991,160,"Great Race, The",Comedy,"Moore, Dudley","Wood, Natalie","Edwards, Blake",88,No,"Great Race, The: a Moore, Dudley and Wood, Natalie film’s, directed by Edwards, Blake"
1961,153,West Side Story,Music,"Beymer, Richard","Wood, Natalie","Wise, Robert",38,Yes,"West Side Story: a Beymer, Richard and Wood, Natalie film’s, directed by Wise, Robert"
1987,134,"Glass Menagerie, The",Drama,"Malkovich, John","Woodward, Joanne","Newman, Paul",68,No,"Glass Menagerie, The: a Malkovich, John and Woodward, Joanne film’s, directed by Newman, Paul"
1960,135,"Fugitive Kind, The",Drama,"Brando, Marlon","Woodward, Joanne",,3,No,
1991,144,State of Grace,Drama,"Penn, Sean","Wright, Robin","Joanou, Phil",49,No,"State of Grace: a Penn, Sean and Wright, Robin film’s, directed by Joanou, Phil"
1977,146,Twilight's Last Gleaming,Drama,"Lancaster, Burt",,"Aldrich, Robert",84,No,
1962,183,"Longest Day, The",War,"Wayne, John",,"Annakin, Ken",7,No,
1986,128,"Name of the Rose, The",Drama,"Connery, Sean",,"Annaud, Jean-Jacques",8,No,
1988,138,Pelle the Conqueror,Drama,"Sydow, Max von",,"August, Bille",14,Yes,
1987,164,"Last Emperor, The",Drama,"Lone, John",,"Bertolucci, Bernardo",1,Yes,
1961,141,One Eyed Jacks,Western,"Malden, Karl",,"Brando, Marlon",26,No,
1979,153,Apocalypse Now,Drama,"Brando, Marlon",,"Coppola, Francis Ford",8,No,
1984,130,"Bounty, The",Drama,"Gibson, Mel",,"Donaldson, Roger",25,No,
1982,136,Firefox,Action,"Eastwood, Clint",,"Eastwood, Clint",64,No,
1945,135,They Were Expendable,War,"Montgomery, Robert",,"Ford, John",88,No,
1991,125,"Last Hurrah, The",Drama,"Tracy, Spencer",,"Ford, John",46,No,
1989,150,Sara Dane,Drama,"Hopkins, Harold",,"Hardy, Rod",75,No,
1960,122,North to Alaska,Western,"Wayne, John",,"Hathaway, Henry",31,No,
1969,126,Topaz,Mystery,"Forsythe, John",,"Hitchcock, Alfred",12,No,
1954,123,Dial M for Murder,Mystery,"Milland, Ray",,"Hitchcock, Alfred",52,No,
1981,124,Chariots of Fire,Drama,"Cross, Ben",,"Hudson, Hugh",6,Yes,
1975,129,"Man Who Would Be King, The",Drama,"Connery, Sean",,"Huston, John",6,No,
1970,146,Kelly's Heroes,War,"Eastwood, Clint",,"Hutton, Brian G.",84,No,
1984,141,"Killing Fields, The",Drama,"Waterston, Sam",,"Joffe, Roland",6,Yes,
1971,121,"Red Tent, The",Action,"Finch, Peter",,"Kalatozov, Mikhail",7,No,
1968,133,"Green Berets, The",War,"Wayne, John",,"Kellogg, Ray",36,No,
1974,121,"Apprenticeship of Duddy Kravitz, The",Drama,"Dreyfuss, Richard",,"Kotcheff, Ted",64,Yes,
1971,138,A Clockwork Orange,Science Fiction,"McDowell, Malcolm",,"Kubrick, Stanley",83,Yes,
1960,152,"Bad Sleep Well, The",Drama,"Mifune, Toshiro",,"Kurosawa, Akira",65,No,
1951,166,"Idiot, The",Drama,"Mifune, Toshiro",,"Kurosawa, Akira",40,No,
1955,200,Seven Samurai,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",9,No,
1980,161,Kagemusha,Drama,"Nakadai, Tatsuya",,"Kurosawa, Akira",74,Yes,
1952,134,Ikiru,Drama,"Shimura, Takashi",,"Kurosawa, Akira",36,No,
1926,139,Metropolis,Science Fiction,"Abel, Alfred",,"Lang, Fritz",49,No,
1920,137,Spiders,Drama,"De Vogy, Carl",,"Lang, Fritz",29,No,
1928,130,Spies,Drama,"Klein-Rogge, Rudolf",,"Lang, Fritz",49,No,
1990,129,Mo' Better Blues,Drama,"Washington, Denzel",,"Lee, Spike",78,No,
1991,130,For a Few Dollars More,Westerns,"Eastwood, Clint",,"Leone, Sergio",34,No,
1944,139,Thirty Seconds over Tokyo,War,"Tracy, Spencer",,"LeRoy, Mervyn",45,No,
1969,161,Paint Your Wagon,Music,"Marvin, Lee",,"Logan, Joshua",46,No,
1990,135,"Hunt for Red October, The",Drama,"Connery, Sean",,"McTiernan, John",8,No,
1966,123,Closely Watched Trains,Drama,"Neckar, Vaclav",,"Menzel, Jiri",75,Yes,
1976,139,All the President's Men,Drama,"Redford, Robert",,"Pakula, Alan J.",45,Yes,
1969,144,"Wild Bunch, The",Western,"Holden, William",,"Peckinpah, Sam",50,No,
1973,122,Magnum Force,Action,"Eastwood, Clint",,"Post, Ted",28,No,
1986,140,"Assault, The",Drama,"Lint, Derek De",,"Rademakers, Fons",71,Yes,
1980,123,Mon Oncle D'Amerique,Comedy,Roger-Pierre,,"Resnais, Alain",71,No,
1972,128,"Cowboys, The",Western,"Wayne, John",,"Rydell, Mark",58,No,
1970,170,Patton,War,"Scott, George C.",,"Schaffner, Franklin J.",8,Yes,
1969,123,Midnight Cowboy,Drama,"Hoffman, Dustin",,"Schlesinger, John",33,Yes,
1985,131,"Falcon & the Snowman, The",Drama,"Hutton, Timothy",,"Schlesinger, John",61,No,
1976,132,Midway,War,"Heston, Charlton",,"Smight, Jack",36,No,
1990,126,Indiana Jones & the Last Crusade,Action,"Ford, Harrison",,"Spielberg, Steven",8,No,
1991,193,Separate but Equal,Drama,"Poitier, Sidney",,"Stevens, George, Jr.",56,No,
1924,123,Gosta Berling's Saga,Drama,"Hanson, Lars",,"Stiller, Mauritz",63,No,
1982,150,A Question of Honor,Drama,"Gazzara, Ben",,"Taylor, Jud",80,No,
1982,136,Danton,Drama,"Depardieu, G�rard",,"Wajda, Andrzej",5,No,
1960,164,"Alamo, The",Action,"Wayne, John",,"Wayne, John",29,No,
1990,128,Dead Poets Society,Drama,"Williams, Robin",,"Weir, Peter",8,Yes,
1976,176,Kings of the Road (In the Course of Time),Drama,"Vogler, Rudiger",,"Wenders, Wim",41,No,
1962,182,Mutiny on the Bounty,Action,"Brando, Marlon",,,35,No,
1981,127,"Taming of the Shrew, The",Drama,"Cleese, John",,,2,No,
1977,255,Nineteen Hundred,Drama,"De Niro, Robert",,,82,No,
1992,163,"Good, the Bad & the Ugly, The",Westerns,"Eastwood, Clint",,,68,No,
1992,165,How the West Was Won,Western,"Fonda, Henry",,,45,No,
1982,208,Othello,Drama,"Hopkins, Anthony",,,84,No,
1991,128,Inherit the Wind,Drama,"Kelly, Gene",,,18,No,
1992,166,"Hallelujah Trail, The",Drama,"Lancaster, Burt",,,6,No,
1992,133,"Train, The",Action,"Lancaster, Burt",,,68,No,
1992,121,Harper,Mystery,"Newman, Paul",,,86,No,
1992,136,"Prize, The",Drama,"Newman, Paul",,,66,No,
1991,121,"Pink Panther, The",Comedy,"Sellers, Peter",,,77,No,
1942,253,Gangbusters,Drama,"Taylor, Kent",,,31,No,
1932,210,"Hurricane Express, The",Action,"Wayne, John",,,68,No,
1965,165,In Harm's Way,War,"Wayne, John",,,66,No,
1992,134,Red River,Western,"Wayne, John",,,16,No,
1932,226,"Shadow of the Eagle, The",Action,"Wayne, John",,,19,No,
